name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"30.183, -97.68",2023-02-08,60.2,41.1,49.1,60.2,38,47.2,44.9,86.3,0.075,100,12.5,rain,0,0,26.4,13.9,317.4,1017.5,78.3,8.9,62.2,5.4,4,10,2023-02-08T07:16:41,2023-02-08T18:13:33,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-02-09,71.9,37.1,54.5,71.9,33.4,53.2,41.5,67.8,0,0,0,,0,0,19.5,15,204.9,1018.6,11.3,9.9,186.4,16.2,7,10,2023-02-09T07:15:55,2023-02-09T18:14:23,0.64,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-02-10,55.1,38,49.2,55.1,32.2,46.7,32.1,52.8,0,0,0,rain,0,0,36.7,21.9,338.5,1027,53.3,9.9,159.3,13.7,6,10,2023-02-10T07:15:08,2023-02-10T18:15:12,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-11,59.1,34.1,44.2,59.1,27.9,40.9,25.9,51,0,0,0,,0,0,21.9,17.2,340.1,1027.4,22.9,9.9,191,16.3,7,10,2023-02-11T07:14:20,2023-02-11T18:16:01,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-12,62.9,26.9,46,62.9,25.5,45.7,32.1,63.9,0,0,0,,0,0,16.1,13.9,204.3,1022.1,66.7,9.9,146.1,12.6,6,10,2023-02-12T07:13:30,2023-02-12T18:16:50,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-13,70.1,35,53.5,70.1,35,53.4,45.7,76.6,0,0,0,rain,0,0,29.8,18.3,157.5,1015.6,78.8,9.9,129.3,11.3,6,10,2023-02-13T07:12:39,2023-02-13T18:17:39,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-14,80,46.1,65.9,80,46.1,65.9,45,58.7,0.012,100,4.17,rain,0,0,38,21.9,205.7,1006.2,61.7,9.5,190.6,16.4,7,10,2023-02-14T07:11:47,2023-02-14T18:18:27,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-02-15,79.1,38.9,62,79.1,38.9,61.8,55.4,80.3,0,0,0,rain,0,0,41.4,24.2,171.6,1007.3,72.1,7.5,133.5,11.6,7,60,2023-02-15T07:10:55,2023-02-15T18:19:14,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-02-16,71,41.1,51.5,71,33.2,47.9,31.9,48.6,0.039,100,4.17,rain,0,0,42.5,26.4,343.1,1018.2,83.8,9.5,74.3,6.5,3,60,2023-02-16T07:10:01,2023-02-16T18:20:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-02-17,52.1,30.8,41.6,52.1,22.7,35.8,22.1,47.4,0,0,0,,0,0,36.7,21.9,0,1032.1,35.4,9.9,198.5,17.1,8,10,2023-02-17T07:09:05,2023-02-17T18:20:49,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-18,55.1,26,41.1,55.1,26,40.3,30.7,70.2,0,0,0,,0,0,16.1,13.9,171.7,1029.8,69.6,9.9,140.3,12.2,7,10,2023-02-18T07:08:09,2023-02-18T18:21:35,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-19,74,46.1,57.8,74,43.2,57.1,47.8,72,0,0,0,,0,0,18.3,11.4,198.3,1022.1,83.8,9.8,175,15.1,7,10,2023-02-19T07:07:12,2023-02-19T18:22:21,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-20,80.9,52.1,68.4,82.5,52.1,68.4,60.2,76.9,0,0,0,,0,0,33.3,19.7,212.4,1015.6,61.3,9.9,189.6,16.3,7,10,2023-02-20T07:06:14,2023-02-20T18:23:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-21,80.9,56.9,69.5,82.7,56.9,69.8,62.9,81.8,0,0,0,rain,0,0,39.1,23,171.7,1007.3,37.1,8.1,185,15.9,7,10,2023-02-21T07:05:15,2023-02-21T18:23:52,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-22,89,65.9,74.7,85.2,65.9,74,55.5,58.9,0,0,0,rain,0,0,36.7,20.8,191.3,1002.7,74.6,9.7,191.2,16.4,7,10,2023-02-22T07:04:15,2023-02-22T18:24:37,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-23,78.2,53,66.8,78.2,53,66.8,52,64.4,0,0,0,rain,0,0,32.2,23,17.1,1013.5,86.7,7.7,149.4,13.1,7,10,2023-02-23T07:03:15,2023-02-23T18:25:22,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-24,56.9,50.1,53.6,56.9,50.1,53.6,41.4,64.5,0,0,0,rain,0,0,20.8,17.2,11.3,1022.2,100,9.9,47.5,4.2,2,10,2023-02-24T07:02:13,2023-02-24T18:26:06,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-02-25,64.1,46.1,54.2,64.1,40,52.6,47.5,78.5,0,0,0,rain,0,0,15,13.9,20.8,1023.2,97.9,8.3,79.2,6.7,4,10,2023-02-25T07:01:11,2023-02-25T18:26:50,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-02-26,80,52.1,64.9,80,52.1,64.9,59,82.8,0,0,0,rain,0,0,34.4,21.9,170.5,1013.3,86.3,6.5,89.9,7.7,4,10,2023-02-26T07:00:07,2023-02-26T18:27:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-02-27,80.9,52.1,69,80,52.1,68.8,39.7,42.4,0,0,0,rain,0,0,31.1,19.7,275.1,1009.5,46.3,9.6,214.5,18.5,8,10,2023-02-27T06:59:03,2023-02-27T18:28:16,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-28,83,44,63,82.5,43.5,63,53.6,74,0,0,0,,0,0,21.9,13.9,164.3,1009.8,40.8,9.4,181.5,15.6,7,10,2023-02-28T06:57:59,2023-02-28T18:28:59,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-03-01,83,69.2,74.5,86.7,69.2,75.1,68.3,82.1,0,0,0,rain,0,0,23,12.8,163.8,1006.5,97.1,7,76.8,6.7,5,75,2023-03-01T06:56:53,2023-03-01T18:29:41,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-02,80,58.9,71.3,80,58.9,71.3,66.6,86.1,0.642,100,16.67,rain,0,0,40.3,23,161.6,1000.6,96.3,5,85.6,7.4,4,60,2023-03-02T06:55:47,2023-03-02T18:30:23,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-03-03,71.9,47.9,59.5,71.9,47.9,59.5,35.7,43,0.012,100,4.17,rain,0,0,42.5,19.7,313.7,1006.6,10.8,9.5,212.4,18.3,7,10,2023-03-03T06:54:41,2023-03-03T18:31:05,0.38,Rain,Clear conditions throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-03-04,78.2,37.1,58.8,78.2,37.1,58.6,46,67.6,0,0,0,,0,0,17.2,13.9,177.2,1013.4,0,9.8,210.5,18.1,7,10,2023-03-04T06:53:34,2023-03-04T18:31:46,0.41,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-03-05,78.2,48.8,63.2,78.2,48.8,63.2,55.3,78.5,0,0,0,rain,0,0,18.3,12.8,175.3,1016,51.6,8.1,190.1,16.4,7,10,2023-03-05T06:52:26,2023-03-05T18:32:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-06,80,57.8,67.2,80,57.8,67.2,62.1,85.4,0,0,0,rain,0,0,17.2,12.8,189.9,1015.1,64.6,8.2,156.6,13.4,7,10,2023-03-06T06:51:17,2023-03-06T18:33:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-07,79.1,62.9,71.4,79.1,62.9,71.4,67.6,88.7,0,0,0,rain,0,0,21.9,10.3,158.9,1014.3,85,6,95.2,8.2,4,60,2023-03-07T06:50:09,2023-03-07T18:33:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-03-08,79.1,64.1,71.3,79.1,64.1,71.3,64.8,81.2,0,0,0,rain,0,0,19.5,12.8,102.3,1016,89.6,8.5,132.5,11.5,6,30,2023-03-08T06:48:59,2023-03-08T18:34:28,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-09,83,59.1,69.8,85.2,59.1,70.2,60.5,73.4,0,0,0,rain,0,0,20.8,17.2,127.5,1015.2,82.9,9.5,136.3,11.7,7,60,2023-03-09T06:47:49,2023-03-09T18:35:08,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-10,73.1,56.9,63.2,73.1,56.9,63.2,56.1,78.6,0,0,0,rain,0,0,18.3,17.2,17.9,1017.2,62.9,9.9,155.7,13.5,7,10,2023-03-10T06:46:39,2023-03-10T18:35:48,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-11,87.2,56,72.7,89.5,56,73.3,63.9,77,0,0,0,rain,0,0,33.3,21.9,191.7,1007.3,58.8,8,184.3,16.2,7,60,2023-03-11T06:45:29,2023-03-11T18:36:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-12,73.1,61.1,67.1,73.1,61.1,67.1,56.1,69.4,0,0,0,,0,0,27.5,18.3,346.1,1009.1,49.1,9.6,189.9,15.7,7,30,2023-03-12T07:44:18,2023-03-12T19:37:06,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-13,66.8,50.1,58.3,66.8,50.1,58.3,39.5,50.5,0,0,0,,0,0,31.1,17.2,32.1,1019.9,69.2,9.9,208.2,17.8,8,10,2023-03-13T07:43:06,2023-03-13T19:37:45,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-14,65.9,46.1,56.4,65.9,42,55.6,39.2,53.4,0,0,0,rain,0,0,16.1,16.1,54.1,1022.8,66.3,9.9,144.5,12.5,8,10,2023-03-14T07:41:55,2023-03-14T19:38:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-15,74,41.1,58.2,74,41.1,58.1,48.1,71.6,0,0,0,,0,0,32.2,19.7,155.7,1020.7,70,9.8,164,13.9,7,10,2023-03-15T07:40:43,2023-03-15T19:39:02,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-16,80.9,62.9,69.1,83.6,62.9,69.2,64.8,86.7,0.02,100,4.17,rain,0,0,40.3,19.7,171,1009.5,95.8,9.1,69,5.8,4,75,2023-03-16T07:39:31,2023-03-16T19:39:40,0.82,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-03-17,56.9,41.1,49.2,56.9,31.5,46,32.8,56,0.878,100,12.5,rain,0,0,44.7,24.2,358.4,1019.5,95.8,9.9,141.4,12.2,7,10,2023-03-17T07:38:18,2023-03-17T19:40:18,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C2969,72254013904"
"30.183, -97.68",2023-03-18,53,44.9,48.9,53,41.7,47.1,30.9,50.5,0,0,0,rain,0,0,29.8,13.9,21.6,1026.8,95,9.9,57.5,4.8,2,10,2023-03-18T07:37:06,2023-03-18T19:40:56,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-19,57.8,38,47.3,57.8,35.7,45.4,31.5,57.7,0,0,0,,0,0,9.2,10.3,46.2,1031.5,65.4,9.9,214,18.6,8,10,2023-03-19T07:35:53,2023-03-19T19:41:33,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-20,56,35.9,47.7,56,34.6,47,38.7,72.9,0,0,0,rain,0,0,24.2,18.3,156.2,1024.7,87.5,9.9,70.3,6,3,10,2023-03-20T07:34:40,2023-03-20T19:42:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-21,69.2,51.2,60.6,69.2,51.2,60.6,60.2,98.6,0.233,100,50,rain,0,0,31.1,15,167.7,1016.4,99.9,4,48.4,4.1,3,10,2023-03-21T07:33:27,2023-03-21T19:42:48,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-03-22,77.1,68.1,71.9,77.1,68.1,71.9,66.9,85.3,0,0,0,rain,0,0,29.8,20.8,171.6,1015.5,99.2,8.7,100.5,8.7,4,10,2023-03-22T07:32:14,2023-03-22T19:43:25,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-23,80,70.1,74.2,80,70.1,74.2,67.7,80.9,0,0,0,rain,0,0,37.8,25.3,167.1,1012.2,95.8,9.4,109.5,9.5,5,30,2023-03-23T07:31:01,2023-03-23T19:44:02,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-24,86.1,53.9,72.6,83.4,53.9,72.2,60.9,72.1,0.091,100,4.17,rain,0,0,33.3,17.2,212.1,1006.3,63.8,9.1,187.2,16.2,8,30,2023-03-24T07:29:48,2023-03-24T19:44:40,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-03-25,79.1,51.2,63.8,79.1,51.2,63.8,39.3,45.5,0,0,0,,0,0,17.2,11.4,329.1,1010.8,21.3,9.9,239.3,20.7,9,10,2023-03-25T07:28:35,2023-03-25T19:45:16,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-26,79.1,44.9,62,79.1,44.9,62,55.1,79.7,0,0,0,rain,0,0,12.8,9.2,128.5,1009.6,54.2,9.9,187.2,16.2,7,30,2023-03-26T07:27:22,2023-03-26T19:45:53,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-03-27,77.1,55.1,67.4,77.1,55.1,67.4,55.7,67.4,0,0,0,,0,0,21.9,17.2,26.5,1014.1,81.7,9.7,192.1,16.6,8,10,2023-03-27T07:26:09,2023-03-27T19:46:30,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-03-28,70.1,57.8,63.3,70.1,57.8,63.3,42.4,47.7,0.012,100,4.17,rain,0,0,44.7,27.7,10.6,1022.1,89.6,9.9,173,15,8,10,2023-03-28T07:24:56,2023-03-28T19:47:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-03-29,71.9,53,61.4,71.9,53,61.4,44.1,53.2,0,0,0,,0,0,16.1,15,61.1,1020.9,94.2,9.9,128,10.9,5,10,2023-03-29T07:23:43,2023-03-29T19:47:44,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-30,74.9,61.1,68.1,74.9,61.1,68.1,63.6,85.7,0,0,0,rain,0,0,34.4,19.7,147.1,1014,99.2,8.5,43.1,3.8,3,60,2023-03-30T07:22:31,2023-03-30T19:48:20,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-03-31,86.1,64.1,75,89.6,64.1,75.9,66.3,76,0,0,0,rain,0,0,39.1,25.3,191.8,1011.3,79.6,9.8,170.6,14.7,7,60,2023-03-31T07:21:18,2023-03-31T19:48:57,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-01,80,46.1,64.8,80,45,64.8,44.2,55,0,0,0,,0,0,18.3,17.2,25.4,1018.4,59.2,9.9,197.8,17.3,9,10,2023-04-01T07:20:06,2023-04-01T19:49:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-02,83,55.1,70.2,86.1,55.1,70.9,61.1,73.7,0,0,0,rain,0,0,33.3,18.3,175.7,1011.6,93.3,9.8,93.7,8,4,60,2023-04-02T07:18:54,2023-04-02T19:50:10,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-03,89.9,69.2,77.1,97,69.2,78.9,70,80.7,0,0,0,rain,0,0,30,18.3,171,1005.8,85,8.5,213,18.3,8,75,2023-04-03T07:17:42,2023-04-03T19:50:47,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-04,83.9,71.9,76.5,87.7,71.9,77.3,70.1,81.7,0,0,0,rain,0,0,35.6,21.9,167.8,1002.5,95.8,7.9,138,12,5,75,2023-04-04T07:16:30,2023-04-04T19:51:24,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-05,75.8,61.1,70.1,75.8,61.1,70.1,48.9,53,0,0,0,rain,0,0,34.4,25.3,21.1,1011.5,97.9,8.5,127.7,11,6,75,2023-04-05T07:15:19,2023-04-05T19:52:00,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-04-06,59.1,47,51,59.1,40.3,49.3,47.3,88.2,1.932,100,62.5,rain,0,0,34.4,18.3,8.6,1020.6,99.6,8.3,14.1,1.2,1,10,2023-04-06T07:14:08,2023-04-06T19:52:37,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-07,53,48.8,51.3,53,42.6,50.8,50.5,96.9,0.581,100,62.5,rain,0,0,24.2,17.2,8.2,1021.8,100,6.5,31.3,2.8,1,10,2023-04-07T07:12:58,2023-04-07T19:53:14,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-08,62,51.2,56.8,62,51.2,56.8,53.7,89.5,0,0,0,rain,0,0,15,12.8,12.5,1020.7,97.9,7.9,72.3,6.1,3,10,2023-04-08T07:11:48,2023-04-08T19:53:51,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-09,71.9,48.8,63,71.9,48.8,63,57.3,82.9,0,0,0,rain,0,0,11.4,9.2,71.9,1021,93.8,9.4,137.1,11.8,7,10,2023-04-09T07:10:38,2023-04-09T19:54:28,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-10,70.1,51.2,62,70.1,51.2,62,56.8,84.3,0,0,0,rain,0,0,15,11.4,51.7,1022.7,70,9.4,126.5,10.8,5,10,2023-04-10T07:09:29,2023-04-10T19:55:05,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-11,73.1,47,61.1,73.1,47,61.1,53.3,78.9,0,0,0,rain,0,0,13.9,10.3,45.6,1022.4,30,9.7,245.9,21.3,9,10,2023-04-11T07:08:20,2023-04-11T19:55:42,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-12,75.8,46.1,61.5,75.8,46.1,61.5,51.6,74.3,0,0,0,rain,0,0,10.7,9.2,103.7,1017.2,27.1,9.7,232.2,19.9,10,10,2023-04-12T07:07:12,2023-04-12T19:56:19,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-13,78.2,47.9,63.3,78.2,47.9,63.3,54.2,75.6,0,0,0,,0,0,13.4,11.4,168.6,1010.2,41.9,9.3,259.4,22.3,8,10,2023-04-13T07:06:04,2023-04-13T19:56:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-14,78.2,55.1,67.1,78.2,55.1,67.1,63.3,88,0,0,0,rain,0,0,24.2,16.1,164.1,1007,84.2,9.7,85.9,7.4,5,100,2023-04-14T07:04:57,2023-04-14T19:57:34,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-04-15,89.9,60.2,73.6,91.8,60.2,73.8,60.9,70.1,0.059,100,4.17,rain,0,0,31.1,20.8,316.7,1009.8,61.3,9.6,208,18,8,100,2023-04-15T07:03:50,2023-04-15T19:58:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-16,71.9,51.2,63.5,71.9,51.2,63.5,41.9,47.2,0,0,0,,0,0,31.1,21.9,26.8,1022.3,13.8,9.9,263.9,22.7,9,10,2023-04-16T07:02:44,2023-04-16T19:58:49,0.88,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-04-17,75.8,44.9,61.9,75.8,43.5,61.8,46.6,63,0,0,0,,0,0,20.8,15,145.8,1018.8,55.4,9.9,235.3,20.2,9,10,2023-04-17T07:01:39,2023-04-17T19:59:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-18,78.2,61.1,68.9,78.2,61.1,68.9,60.4,75.7,0,0,0,rain,0,0,30,18.3,160.9,1011.3,95.8,9.6,87.4,7.5,4,30,2023-04-18T07:00:34,2023-04-18T20:00:04,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-19,80,69.2,73.1,80,69.2,73.1,67,82,0,0,0,rain,0,0,25.3,17.2,165.1,1010.6,97.9,9.9,96.6,8.3,3,60,2023-04-19T06:59:30,2023-04-19T20:00:42,0,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-04-20,87.2,65,75,93.6,65,76.3,69.8,84.8,0.02,100,4.17,rain,0,0,35.6,21.9,164.8,1011.3,91.3,8.8,114.5,9.8,6,100,2023-04-20T06:58:27,2023-04-20T20:01:20,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-04-21,78.2,62.9,68.8,78.2,62.9,68.8,61.5,79.8,0.902,100,8.33,rain,0,0,47.2,23,30.6,1012.8,73.8,9.3,176.2,15.3,7,30,2023-04-21T06:57:24,2023-04-21T20:01:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-04-22,78.2,48.8,64.6,78.2,48.8,64.6,54.4,72.6,0,0,0,,0,0,19.5,16.1,124.9,1012.8,36.7,9.5,206.2,18,8,10,2023-04-22T06:56:22,2023-04-22T20:02:36,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-23,65.9,51.2,57.7,65.9,51.2,57.7,49.6,74.8,0.024,100,8.33,rain,0,0,35.6,24.2,24.3,1015.4,95,9.7,72.5,6.2,3,10,2023-04-23T06:55:21,2023-04-23T20:03:15,0.11,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-24,69.2,53,60.1,69.2,53,60.1,52.5,76.5,0,0,0,rain,0,0,18.3,15,49.3,1017.1,89.6,9.9,182.4,15.9,8,10,2023-04-24T06:54:21,2023-04-24T20:03:53,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-25,74,61.1,65.9,74,61.1,65.9,62.7,89.7,0.276,100,12.5,rain,0,0,16.1,10.3,83.6,1011.9,96.7,9.5,79.1,6.7,3,30,2023-04-25T06:53:22,2023-04-25T20:04:32,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-26,83.9,68.1,74.2,88.3,68.1,75,69.5,86.7,0.012,100,4.17,rain,0,0,19.5,13.9,156.8,1008.2,92.5,7.5,160.7,13.8,9,100,2023-04-26T06:52:23,2023-04-26T20:05:10,0.21,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-27,80,57.8,68.2,80,57.8,68.2,57.5,72.9,0.819,100,12.5,rain,0,0,31.1,16.1,335.4,1009.9,50.8,8.9,269.6,23,9,15,2023-04-27T06:51:26,2023-04-27T20:05:49,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-04-28,83,53.9,65.7,86,53.9,66,61.6,87.9,0.449,100,8.33,rain,0,0,45.9,30,179.9,1007.9,62.1,8.4,214.6,18.7,8,100,2023-04-28T06:50:29,2023-04-28T20:06:28,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-04-29,74.9,53,62.3,74.9,53,62.3,45.3,57.5,0,0,0,,0,0,41.4,25.3,329.9,1014.5,35.4,9.9,280,24.2,9,10,2023-04-29T06:49:33,2023-04-29T20:07:07,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-04-30,86.1,48.8,68.1,84,48.8,67.5,48.4,54.1,0,0,0,,0,0,21.9,17.2,200.9,1011.8,5,9.9,275.9,23.7,9,10,2023-04-30T06:48:38,2023-04-30T20:07:46,0.34,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
